FID,FACILITYID,FACLAT,FATLONG,FATNAME,ExI,noisef,Soundlvl,remoteness,lux,Lightness,Miles,,,
15784,249388,37.53807914,-106.7965007,Big Meadows Picnic Site,2.92915,0.09,2,1,9,0,1.3,,,
16061,249666,34.282679,-117.271418,Pilot Rock Ridge OHV Road 2N36,2.94529,0.09,2,1,21,0,1.3,,,
1003,232393,43.25333333,-72.89222222,HAPGOOD POND,0.6882,0.02,0,1,9,0,1.29,,,
1245,232639,34.10694444,-84.69555556,MCKINNEY CAMPGROUND,8.76124,0.27,3,1,203,2,1.29,,,
1727,233125,31.55299444,-97.242075,SPEEGLEVILLE PARK,9.57982,0.3,3,1,88,1,1.29,,,
1908,233308,36.7225,-81.49055556,HURRICANE CAMPGROUND,2.3167,0.07,2,1,8,0,1.29,,,
2232,233637,48.2375,-116.5833333,SPRINGY POINT,3.19259,0.1,2,1,21,0,1.29,,,
3284,234694,41.69583333,-93.6825,BOB SHETLER PICNIC AREA,9.62812,0.3,3,1,203,2,1.29,,,
4572,236272,55.349417,-131.604694,Deer Mountain Shelter Site Lookout/cabin,0,0,0,1,112,1,1.29,,,
16096,249701,34.237903,-117.077962,Green Valley Lake,5.14551,0.16,2,1,67,1,1.29,,,
16263,249876,37.2332,-80.4141,Eastern Divide Ranger District,14.27211,0.45,3,1,226,2,1.29,,,
862,232252,37.53805556,-106.7961111,BIG MEADOWS DEL NORTE,2.92915,0.09,2,1,9,0,1.28,,,
2167,233570,26.78722222,-81.30861111,ORTONA SOUTH,5.16563,0.16,2,1,81,1,1.28,,,
3115,234525,33.04166667,-96.5,HACKBERRY PAVILION,9.25679,0.29,3,1,83,1,1.28,,,
6213,238316,40.77300079,-122.9209875,East Weaver Campground,1.53398,0.05,1,1,10,0,1.28,,,
7089,239410,43.915669,-71.964974,Atwell Hill Trailhead,2.45116,0.08,2,1,9,0,1.28,,,
10445,243071,44.75093574,-107.4177215,Sibley Ski Warming Hut,1.18734,0.04,1,1,8,0,1.28,,,
11960,244780,39.08596219,-106.3101144,Mountain View Observation Site,7.16751,0.22,3,1,18,0,1.28,,,
12546,245524,37.838214,-120.051145,Lumsden Campground,1.81205,0.06,1,1,11,0,1.28,,,
12618,245599,37.8431,-120.011,Day Use Areas - Highway 120,1.10864,0.03,1,1,13,0,1.28,,,
13262,246303,42.37916064,-122.1887323,Mountain Lakes Trailhead,1.23657,0.04,1,1,9,0,1.28,,,
16228,249841,38.756943,-78.93889,Blue Hole Day Use Area,2.36656,0.07,2,1,12,0,1.28,,,
1164,232555,34.59111111,-82.89722222,CONEROSS PARK,2.17526,0.07,2,1,34,0,1.27,,,
4263,235788,45.14641,-121.58593,Clear Creek Crossing Campground,1.86017,0.06,1,1,8,0,1.27,,,
6201,238302,40.84685758,-122.7981555,Ridgeville Boat-In Campground,0,0,0,1,6,0,1.27,,,
6755,238928,48.08760757,-124.069106,Mt. Muller - Rd. 3040 North Trailhead,0.84843,0.03,1,1,6,0,1.27,,,
7772,240166,39.199344,-111.668007,Six-Mile Loop,5.52322,0.17,2,1,21,0,1.27,,,
10090,242678,36.791833,-118.907361,Hume Lake Fishing Pier (north),3.44372,0.11,2,1,75,1,1.27,,,
1252,232648,32.59277778,-97.48,MUSTANG,5.02164,0.16,2,1,97,1,1.26,,,
1311,232708,31.99,-98.46,SOWELL CREEK,2.70363,0.08,2,1,16,0,1.26,,,
1318,232715,34.19444444,-84.57888889,SWEETWATER CG,7.73765,0.24,3,1,155,2,1.26,,,
2812,234220,37.60694444,-81.77805556,R.D. BAILEY LAKE GROUP SHELTERS,0.67869,0.02,0,1,40,0,1.26,,,
6149,238240,46.504719,-88.94749,Sparrow Rapids Campground,0,0,0,1,8,0,1.26,,,
6758,238932,48.09013,-123.93237,Pyramid Peak Trailhead,0.94299,0.03,1,1,8,0,1.26,,,
7269,239601,44.10148,-71.23164,Webster Cliff Trailhead,0,0,0,1,14,0,1.26,,,
7398,239744,39.0583,-120.1588,Noonchester 14N34A,1.85841,0.06,1,1,9,0,1.26,,,
9277,241769,34.2747,-110.0715444,Fool Hollow East Launch Boating Site,4.53822,0.14,2,1,18,0,1.26,,,
9358,241851,45.842015,-114.040115,Warm Springs Campground,3.32351,0.1,2,1,10,0,1.26,,,
11344,244067,37.468613,-88.6875,Millstone Bluff Archaeological Area,0.92894,0.03,1,1,9,0,1.26,,,
16025,249630,34.358401,-117.470165,Desert Front OHV Road 3N24,6.28823,0.2,2,1,29,0,1.26,,,
16231,249844,37.600834,-80.21889,Steel Bridge Campground,1.01306,0.03,1,1,9,0,1.26,,,
16896,250530,42.40640428,-122.390731,Willow Prairie Horse Campground,2.18324,0.07,2,1,8,0,1.26,,,
2427,233832,37.64493333,-96.06926667,DAMSITE - FALL RIVER LAKE,1.91084,0.06,1,1,12,0,1.25,,,
7468,239829,39.5865,-82.0527,Monroe Outlook,1.6571,0.05,1,1,181,2,1.25,,,
9280,241772,34.078,-109.4115139,South Fork Day Use Area,1.7243,0.05,1,1,11,0,1.25,,,
9831,242382,40.15392,-122.199619,Sycamore Grove Picnic,4.73775,0.15,2,1,70,1,1.25,,,
11996,244819,39.35453358,-106.3530324,Wurts Ditch Trailhead,1.86943,0.06,1,1,15,0,1.25,,,
16037,249642,34.150479,-116.766367,Coon Creek Yellow Post Sites,1.64822,0.05,1,1,16,0,1.25,,,
1262,232658,36.2875,-86.6575,OLD HICKORY BEACH,9.89573,0.31,3,1,198,2,1.24,,,
2030,233432,41.70166667,-93.68527778,BOB SHETLER RECREATION AREA,10.25644,0.32,3,1,203,2,1.24,,,
2788,234196,43.63138889,-124.2119444,UMPQUA SAND CAMPING,1.53444,0.05,1,1,16,0,1.24,,,
3587,235007,41.37906594,-123.463283,George Geary River Access,0.78819,0.02,0,1,8,0,1.24,,,
9600,242140,47.569,-120.68,Icicle Ridge Trailhead,2.95327,0.09,2,1,85,1,1.24,,,
10103,242695,36.7925,-118.9069444,Hume Lake Day Use Area,3.44372,0.11,2,1,75,1,1.24,,,
10453,243079,44.78579417,-107.5341951,Twin Buttes Observation Site,2.98443,0.09,2,1,11,0,1.24,,,
11594,244366,43.928249,-86.029677,Elk Canoe Campground,1.43949,0.04,1,1,8,0,1.24,,,
1232,232625,37.2375,-82.94972222,LITTCARR CAMPGROUND,4.17363,0.13,2,1,23,0,1.23,,,
2261,233666,36.90763056,-95.93748889,WASHINGTON COVE,5.56108,0.17,2,1,119,1,1.23,,,
3289,234699,41.69055556,-93.67472222,COTTONWOOD RECREATION AREA,10.08088,0.32,3,1,212,2,1.23,,,
4958,236783,33.34879389,-97.65895742,CADDO/LBJ (Dallas/Fort Worth Area) 940-627-5475,2.56053,0.08,2,1,22,0,1.23,,,
8599,241069,46.708159,-92.213357,#NAME?,11.16033,0.35,3,1,198,2,1.23,,,
12555,245533,37.68118,-119.863469,Trumbull Peak Special Interest Area,0.86949,0.03,1,1,16,0,1.23,,,
14229,247729,32.310036,-110.82219,Sabino Canyon Recreation Area,12.24816,0.38,3,1,169,2,1.23,,,
1297,232694,36.35277778,-92.23944444,ROBINSON POINT,2.74888,0.09,2,1,31,0,1.22,,,
2942,234351,45.6425,-113.8222222,MAY CREEK CABIN,1.05917,0.03,1,1,8,0,1.22,,,
6860,239039,44.42,-111.397,Island Park Reservoir,4.37897,0.14,2,1,8,0,1.22,,,
6976,239292,48.37170775,-114.0346742,North Lion Lake Picnic Site,1.4042,0.04,1,1,8,0,1.22,,,
7063,239384,44.37988889,-71.1077,Rattle River Shelter,0,0,0,1,8,0,1.22,,,
7517,239879,45.03833333,-109.4510833,Hell Roaring Plateau Trailhead,0.53404,0.02,0,1,10,0,1.22,,,
9293,241785,46.513193,-114.091779,Stevensville RD,12.2257,0.38,3,1,163,2,1.22,,,
12350,245252,43.806536,-114.414772,Murdock Trailhead,1.09231,0.03,1,1,15,0,1.22,,,
12968,245971,38.0592,-86.6627,Saddle Lake Recreation Area,2.33869,0.07,2,1,9,0,1.22,,,
16133,249738,34.184336,-116.784702,Lighting Gulch Recreational Shooting Sites,0.85783,0.03,1,1,17,0,1.22,,,
264,203841,37.201638,-77.113016,Harrison Lake National Fish Hatchery,2.75684,0.09,2,1,102,1,1.21,,,
2695,234103,42.40583333,-122.3911111,WILLOW PRAIRIE HORSECAMP,2.18324,0.07,2,1,8,0,1.21,,,
7164,239486,44.00874409,-71.64892835,Russell Pond Campground,1.97872,0.06,1,1,8,0,1.21,,,
7359,239705,39.17133,-119.90101,Marlette Lake,1.54034,0.05,1,1,13,0,1.21,,,
7503,239865,45.07916667,-109.4105556,Lake Fork Trailhead,2.90576,0.09,2,1,9,0,1.21,,,
8073,240501,43.96492292,-103.4604006,Flume Trail (Trail #50) Calumet Trailhead,2.73485,0.09,2,1,11,0,1.21,,,
15832,249437,37.55915904,-106.7978062,Shaw Lake Boating Site,2.90204,0.09,2,1,10,0,1.21,,,
16973,250610,42.40560218,-122.389538,Willow Prairie Trailhead,2.18324,0.07,2,1,8,0,1.21,,,
822,232212,43.4325,-111.3625,FALLS CAMPGROUND,3.50872,0.11,2,1,13,0,1.2,,,
2301,233706,42.37763611,-122.208075,RAINBOW BAY,2.08865,0.07,2,1,9,0,1.2,,,
9033,241520,32.31,-110.8227,Sabino Canyon Recreation Area,12.24816,0.38,3,1,169,2,1.2,,,
10502,243135,44.28740424,-106.9239063,Tie Hack Picnic Site,0.55865,0.02,0,1,9,0,1.2,,,
10775,243429,43.9549736,-124.1305032,Goose Pasture  OHV Staging Area,2.60503,0.08,2,1,151,2,1.2,,,
10786,243440,43.955485,-124.130851,South Jetty Sand Camping Access,2.60503,0.08,2,1,151,2,1.2,,,
12619,245600,38.1707,-120.0747,Fraser Flat Day Use Area & Fishing Piers,1.50736,0.05,1,1,8,0,1.2,,,
15226,248824,44.08196483,-103.3737494,Schroeder Motorized Trailhead,2.21196,0.07,2,1,48,0,1.2,,,
15783,249387,37.614843,-106.742912,Metroz Trailhead #833,3.24163,0.1,2,1,14,0,1.2,,,
1241,232635,32.2725,-96.645,LOVE,8.86965,0.28,3,1,135,1,1.1900001,,,
1242,232636,30.86666667,-94.2375,MAGNOLIA RIDGE,2.21415,0.07,2,1,10,0,1.1900001,,,
1548,232946,59.50138889,-135.2263889,DENVER CABOOSE CABIN,0,0,0,1,9,0,1.1900001,,,
2255,233660,34.03555556,-95.36861111,VIRGIL POINT,2.65643,0.08,2,1,12,0,1.1900001,,,
3522,234939,46.201413,-113.29614,Rainbow Bay Picnic Area,5.1784,0.16,2,1,15,0,1.1900001,,,
4011,235488,41.04442815,-106.3989898,Six Mile Campground,1.96389,0.06,1,1,19,0,1.1900001,,,
9921,242474,32.83638889,-116.5408333,Pine Creek Trailhead,5.06842,0.16,2,1,17,0,1.1900001,,,
10110,242703,36.743,-119.002,Millwood OHV Staging Area,2.09987,0.07,2,1,9,0,1.1900001,,,
16136,249741,34.128422,-117.005479,Thomas Hunting Grounds Yellow Post Sites,3.86167,0.12,2,1,13,0,1.1900001,,,
16599,250230,29.15919254,-81.82116963,Halfmoon Lake,0,0,0,1,8,0,1.1900001,,,
644,232034,37.57361111,-112.9086111,DEER HAVEN,0.23036,0.01,0,1,7,0,1.1799999,,,
2637,234043,36.07305556,-92.55694444,BUFFALO POINT,3.19003,0.1,2,1,8,0,1.1799999,,,
2929,234338,48.26222222,-113.415,ZIPS PLACE CABIN,3.1846,0.1,2,1,6,0,1.1799999,,,
7393,239739,39.1397,-120.1772,Page Meadow,3.57829,0.11,2,1,9,0,1.1799999,,,
7426,239782,38.61529,-79.84407,Gaudineer Picnic Area,2.28082,0.07,2,1,8,0,1.1799999,,,
11596,244370,43.937219,-86.18222,Indian Bridge,2.49292,0.08,2,1,10,0,1.1799999,,,
11599,244373,43.928345,-86.0207,Upper Branch Bridge Landing,1.63441,0.05,1,1,8,0,1.1799999,,,
13455,246521,43.212557,-72.4912419,Greendale Campground,1.85003,0.06,1,1,10,0,1.1799999,,,
16300,249914,36.7595,-82.8815,WALLEN RIDGE (FT #329) - ClinchRD,1.47035,0.05,1,1,15,0,1.1799999,,,
1383,232781,36.79472222,-118.9047222,HUME LAKE,3.49077,0.11,2,1,10,0,1.17,,,
2148,233551,40.08694444,-99.31555556,METHODIST COVE,3.32741,0.1,2,1,15,0,1.17,,,
3912,235378,47.44549326,-121.4233627,Snow Lake Trailhead,3.22883,0.1,2,1,9,0,1.17,,,
4372,235948,45.324061,-121.857286,West Zigzag/Cast Lake Trailhead,1.65753,0.05,1,1,6,0,1.17,,,
6207,238310,40.97217285,-122.6896906,Trinity Center Public Boat Ramp,0.8234,0.03,1,1,7,0,1.17,,,
6519,238667,39.55925814,-106.2582657,Mount Of The Holy Cross Overlook Observation Site,2.47605,0.08,2,1,9,0,1.17,,,
7217,239547,44.1002,-71.23111,Ethan Pond - Ripley Falls Trailhead,0,0,0,1,14,0,1.17,,,
10800,243460,43.8826515,-124.153395,Siltcoos Beach Day Use OHV Staging,2.57083,0.08,2,1,7,0,1.17,,,
11441,244199,43.63103508,-122.0499907,Gold Lake Day Use Area,2.51088,0.08,2,1,7,0,1.17,,,
1094,232484,35.75972222,-83.10416667,BIG CREEK HORSE CAMP,2.67754,0.08,2,1,45,0,1.16,,,
1376,232774,45.08305556,-109.3,RATTIN CAMPGROUND,0.27102,0.01,0,1,8,0,1.16,,,
6270,238378,41.2404826,-122.0238824,Lower Falls Picnic Area,1.81423,0.06,1,1,9,0,1.16,,,
9153,241645,34.32218056,-110.9420222,Woods Canyon Dump Station Dump Station,3.25494,0.1,2,1,11,0,1.16,,,
15842,249447,37.60526,-106.67622,Upper Beaver Creek Campground,1.97286,0.06,1,1,9,0,1.16,,,
1920,233320,39.63416667,-77.4375,WOLF ROCK CLIMBING PERMITS,3.78425,0.12,2,1,190,2,1.15,,,
2213,233617,33.84083333,-95.53416667,SANDERS COVE,3.08704,0.1,2,1,19,0,1.15,,,
3218,234628,32.9975,-97.08916667,MURRELL PARK,9.55375,0.3,3,1,225,2,1.15,,,
6181,238276,46.648865,-89.150461,O Kun-de-Dun Falls,0,0,0,1,8,0,1.15,,,
6614,238777,35.328054,-111.523053,Cinder Hills Off Highway Vehicle Area,2.287,0.07,2,1,13,0,1.15,,,
8095,240523,35.939588,-82.944157,Allen Branch Pond,0.38386,0.01,0,1,8,0,1.15,,,
8123,240555,36.217281,-82.370756,Pinnacle Mountain Lookout,1.81825,0.06,1,1,95,1,1.15,,,
11421,244174,44.31432123,-122.042391,Smith Reservoir Area,0.78107,0.02,0,1,6,0,1.15,,,
16086,249691,34.251007,-117.171859,Lake Arrowhead - Green Valley Lake Recreation Area,9.55109,0.3,3,1,45,0,1.15,,,
16596,250227,30.310101,-84.400803,Log Landing Trailhead,2.50885,0.08,2,1,12,0,1.15,,,
17154,250796,30.39782222,-88.79551944,Davis Bayou Campground,10.71973,0.33,3,1,104,1,1.15,,,
1787,233187,40.42222222,-105.6202778,ASPENGLEN CAMPGROUND,1.64092,0.05,1,1,12,0,1.14,,,
1795,233195,43.5825,-122.045,Trapper Creek Campground,2.21389,0.07,2,1,6,0,1.14,,,
5862,237934,34.69390191,-111.9608726,Skidmore Day Use Picnic Site,9.032,0.28,3,1,21,0,1.14,,,
6554,238704,39.873977,-106.30105,Green Mountain/Heeney Area,4.00087,0.13,2,1,11,0,1.14,,,
6844,239021,44.21711804,-111.4300473,East Hatchery Ford Boating Site,1.52067,0.05,1,1,10,0,1.14,,,
8154,240589,35.228673,-84.548208,Quinn Springs Campground,0.79575,0.02,0,1,13,0,1.14,,,
9276,241768,34.27117222,-110.0728139,Fool Hollow West Launch Boating Site,4.76555,0.15,2,1,18,0,1.14,,,
10810,243474,43.63262,-124.2106,Umpqua Beach #3 Day Use /OHV Staging Area,1.53444,0.05,1,1,16,0,1.14,,,
11630,244405,44.63924,-84.579398,Kneff Lake Campground,1.25959,0.04,1,1,43,0,1.14,,,
16404,250034,35.22867222,-84.54820556,QUINN SPRINGS PAVILION,0.79575,0.02,0,1,13,0,1.14,,,
1141,232531,34.337925,-83.95114444,BOLDING MILL,5.86949,0.18,2,1,152,2,1.13,,,
1192,232583,33.03888889,-96.51027778,EAST FORK (TX),9.64705,0.3,3,1,243,2,1.13,,,
2734,234142,41.6875,-73.09166667,NORTHFIELD BROOK LAKE GROUP SHELTERS,9.70135,0.3,3,1,79,1,1.13,,,
3240,234650,40.40361111,-123.4672222,MAD RIVER CAMPGROUND,0.60652,0.02,0,1,11,0,1.13,,,
9121,241613,34.07954167,-109.4131806,South Fork Trailhead,2.056,0.06,1,1,16,0,1.13,,,
10987,243697,44.572378,-118.5406,East Davis Creek Trailhead,0.74635,0.02,0,1,8,0,1.13,,,
11379,244109,44.7055718,-122.1737313,Southshore Campground,0,0,0,1,8,0,1.13,,,
11440,244198,43.629612,-122.049525,Gold Lake Campground,1.70399,0.05,1,1,7,0,1.13,,,
12970,245973,38.5079,-86.466,Youngs Creeks Horse Camp,2.04488,0.06,1,1,30,0,1.13,,,
455,231845,41.24166667,-105.4163889,HIDDEN VALLEY PICNIC,1.04631,0.03,1,1,10,0,1.12,,,
2699,234107,44.49111111,-111.3661111,UPPER COFFEE POT,4.65345,0.15,2,1,8,0,1.12,,,
3008,234417,47.17833333,-114.9075,THOMPSON PEAK LOOKOUT TOWER,1.58926,0.05,1,1,21,0,1.12,,,
4522,236194,59.50138889,-135.2283333,Denver Glacier Trailhead,0,0,0,1,9,0,1.12,,,
6298,238418,40.773333,-122.339167,Packers Bay Public Boat Ramp,0,0,0,1,10,0,1.12,,,
9082,241571,34.32143056,-110.957175,Mogollon Campground,1.94735,0.06,1,1,11,0,1.12,,,
10634,243275,34.394953,-117.731182,West Gate Rest Stop,8.28294,0.26,3,1,17,0,1.12,,,
11334,244057,37.515556,-89.422226,Pine Hills Campground,3.2073,0.1,2,1,19,0,1.12,,,
16225,249838,38.151943,-79.761665,Poor Farm Dispersed Recreation Area,1.48123,0.05,1,1,8,0,1.12,,,
73,202151,38.60967,-109.55782,Goose Island Campground,9.84589,0.31,3,1,27,0,1.11,,,
1065,232455,40.62555556,-122.5808333,DRY CREEK GROUP CAMPGROUND (Whiskeytown NRA),0,0,0,1,6,0,1.11,,,
1263,232659,35.53416667,-92.02194444,OLD HIGHWAY 25,4.81351,0.15,2,1,136,1,1.11,,,
2306,233711,38.96138889,-105.3613889,BLUE MOUNTAIN,2.15069,0.07,2,1,16,0,1.11,,,
2899,234308,38.34166667,-111.5188889,SUNGLOW CAMPGROUND,1.9528,0.06,1,1,20,0,1.11,,,
3683,235105,38.960534,-112.323956,Fillmore Office Interpretive,13.15371,0.41,3,1,231,2,1.11,,,
4435,236070,45.73632,-110.259565,Yellowstone District,2.93717,0.09,2,1,20,0,1.11,,,
6571,238721,39.17611111,-106.8283333,Aspen Mountain Ski Area,4.01337,0.13,2,1,193,2,1.11,,,
8081,240509,44.04229,-103.29347,Pactola Reservoir,9.02855,0.28,3,1,226,2,1.11,,,
9520,242040,46.628703,-121.26827,Clear Lake South Campground,2.24045,0.07,2,1,8,0,1.11,,,
11475,244244,44.404839,-121.861254,Ray Benson Sno-Park,3.66742,0.11,2,1,8,0,1.11,,,
11574,244343,44.661931,-84.1053,Loud's Rest Stop,1.95724,0.06,1,1,25,0,1.11,,,
17712,251363,36.79416667,-118.9077778,TEN MILE CAMPGROUND (CA),2.93849,0.09,2,1,75,1,1.11,,,
604,231994,35.22,-82.77833333,KUYKENDALL GROUP CAMP,2.10146,0.07,2,1,54,1,1.1,,,
2802,234210,39.37777778,-120.1605556,PROSSER FAMILY,2.84136,0.09,2,1,17,0,1.1,,,
3402,234815,46.988018,-114.566208,Ninemile Area,0.62119,0.02,0,1,16,0,1.1,,,
5177,237013,43.58314,-122.04496,Trapper Creek Boat Launch,2.21389,0.07,2,1,6,0,1.1,,,
9612,242152,47.6138,-120.667,Leavenworth Ski Hill,4.74595,0.15,2,1,72,1,1.1,,,
10853,243527,37.26840827,-119.1502058,Potter Cutoff Trailhead,2.40619,0.08,2,1,10,0,1.1,,,
16106,249711,34.231513,-117.000629,Bear Creek,2.84784,0.09,2,1,13,0,1.1,,,
16553,250184,30.2026,-82.592,Osceola Shooting Range,3.26181,0.1,2,1,114,1,1.1,,,
17672,251323,43.7458,-122.392,Mule Mountain Trailhead,0.46434,0.01,0,1,8,0,1.1,,,
518,231908,40.92638889,-109.4391667,MUSTANG RIDGE CAMPGROUND,2.82678,0.09,2,1,9,0,1.09,,,
879,232269,37.79694444,-119.0616667,OH RIDGE,0.47605,0.01,0,1,13,0,1.09,,,
1272,232668,33.66194444,-82.26083333,PETERSBURG,1.44169,0.05,1,1,104,1,1.09,,,
1631,233029,60.19222222,-149.4133333,DALE CLEMENS CABIN,0,0,0,1,9,0,1.09,,,
1924,233324,36.83138889,-80.34444444,ROCKY KNOB CG,2.36685,0.07,2,1,35,0,1.09,,,
2328,233733,34.39472222,-117.7294444,MOUNTAIN OAK,8.28294,0.26,3,1,17,0,1.09,,,
2672,234080,46.00722222,-84.97222222,BREVOORT LAKE CAMPGROUND,1.015,0.03,1,1,7,0,1.09,,,
6617,238780,34.591955,-111.200816,Blue Ridge Campground,1.47881,0.05,1,1,12,0,1.09,,,
9245,241737,33.69443333,-109.1895639,Red Hill Trailhead,1.29748,0.04,1,1,11,0,1.09,,,
9829,242379,40.155667,-122.202644,Red Bluff Recreation Area,5.44402,0.17,2,1,70,1,1.09,,,
13520,246797,47.587142,-103.27652,CCC Campground,1.92535,0.06,1,1,90,1,1.09,,,
17325,250976,43.6249,-122.047,Maiden Peak Trailhead,1.6424,0.05,1,1,8,0,1.09,,,
190,203203,34.5178,-93.1167,Mid America Science Museum,8.58406,0.27,3,1,144,1,1.08,,,
9349,241842,45.747231,-113.914533,Gibbons Pass Interpretive Site,2.29798,0.07,2,1,10,0,1.08,,,
10765,243417,44.067853,-124.122676,Holman Vista Day Use,1.40537,0.04,1,1,22,0,1.08,,,
205,203224,35.687158,-80.433916,North Carolina Transportation Museum,12.56057,0.39,3,1,237,2,1.0700001,,,
2303,233708,39.20305556,-123.1863889,CHEKAKA RECREATION AREA LAKE MENDOCINO,7.68325,0.24,3,1,15,0,1.0700001,,,
6826,239003,44.417,-111.3947,Box Canyon Boating Ramp,5.07151,0.16,2,1,8,0,1.0700001,,,
9927,242480,33.2525,-116.7583333,Henshaw  Scenic Vista Observation Site,3.66508,0.11,2,1,18,0,1.0700001,,,
10724,243366,43.45125,-124.259,Bluebill Trailhead,2.61697,0.08,2,1,28,0,1.0700001,,,
11637,244413,43.639186,-85.689719,Brush Lake Campground,0.4608,0.01,0,1,8,0,1.0700001,,,
12193,245070,34.8874167,-94.1085306,Poteau/Cold Springs Ranger District,9.08347,0.28,3,1,204,2,1.0700001,,,
15899,249504,47.387,-94.507,Wanaki Boat Access,1.68824,0.05,1,1,6,0,1.0700001,,,
16358,249988,46.39972222,-117.0997222,HELLS CANYON - SNAKE RIVER (POWERBOAT),12.88022,0.4,3,1,153,2,1.0700001,,,
16832,250464,43.0657,-122.3634,Alkali Creek Falls Trailhead,0.10683,0,0,1,7,0,1.0700001,,,
17403,251054,45.895697,-110.900365,Lower Fairy Lake Trailhead/Sno-park,2.67319,0.08,2,1,8,0,1.0700001,,,
603,231993,35.28083333,-82.7225,DAVIDSON RIVER,8.01167,0.25,3,1,19,0,1.0599999,,,
903,232293,38.1875,-119.9875,PIONEER TRAIL,2.72726,0.09,2,1,6,0,1.0599999,,,
2190,233593,40.87694444,-92.88722222,PRAIRIE RIDGE (RATHBUN LAKE),2.26177,0.07,2,1,11,0,1.0599999,,,
6621,238784,34.755643,-111.061516,Jack's Canyon Camping and Climbing Area,2.92067,0.09,2,1,19,0,1.0599999,,,
7390,239736,39.1088,-120.1808,Lake Tahoe - West Shore,3.69304,0.12,2,1,63,1,1.0599999,,,
7451,239811,38.61895,-82.63294,Pine Knob Loop,0.69734,0.02,0,1,17,0,1.0599999,,,
10604,243242,34.359675,-117.687263,Blue Ridge Campground,2.95575,0.09,2,1,15,0,1.0599999,,,
10901,243605,37.25897617,-119.1407234,Midge Creek Group Campground,2.20555,0.07,2,1,8,0,1.0599999,,,
12000,244824,38.90045297,-104.9916976,Crow Gulch Picnic Area,2.96113,0.09,2,1,23,0,1.0599999,,,
13170,246198,42.37813,-122.21116,Lake of the Woods Resort,2.08865,0.07,2,1,9,0,1.0599999,,,
13355,246411,35.132882,-106.479206,Embudito Trailhead,9.19263,0.29,3,1,225,2,1.0599999,,,
16255,249868,38.099167,-79.821945,Hidden Valley Recreation Area,1.79478,0.06,1,1,8,0,1.0599999,,,
16541,250172,30.24014,-82.4457,Hog Pen Landing,1.11841,0.03,1,1,8,0,1.0599999,,,
17809,251460,44.5086,-121.979,Big Meadows Loop Trailhead,1.37261,0.04,1,1,8,0,1.0599999,,,
293,203874,44.5816994,-68.68669891,Craig Brook National Fish Hatchery Complex,2.20846,0.07,2,1,9,0,1.05,,,
592,231982,43.14166667,-122.1330556,SOUTH SHORE PAVILION,2.14423,0.07,2,1,11,0,1.05,,,
1266,232662,35.24722222,-93.1625,OLD POST ROAD,10.53947,0.33,3,1,234,2,1.05,,,
2249,233654,39.77083333,-79.40194444,TUB RUN,4.3881,0.14,2,1,20,0,1.05,,,
3079,234489,39.58805556,-106.0436111,SAPPHIRE POINT OVERLOOK,5.95475,0.19,2,1,23,0,1.05,,,
4217,235731,37.2429,-107.343,Lower Piedra Campground,3.78131,0.12,2,1,13,0,1.05,,,
5941,238015,35.957764,-111.954608,Grandview Lookout Tower,2.17799,0.07,2,1,16,0,1.05,,,
7124,239446,44.228898,-71.633648,Garfield Trailhead,1.35479,0.04,1,1,8,0,1.05,,,
7454,239814,38.60693,-82.62829,Lake Vesuvius Picnic Areas - Roadside Shelter,1.97759,0.06,1,1,92,1,1.05,,,
8155,240590,35.160645,-84.336616,Turtletown Falls Hike,0,0,0,1,22,0,1.05,,,
11358,244081,37.487778,-88.87028,Cache,1.25878,0.04,1,1,40,0,1.05,,,
12428,245347,37.497,-112.642,Cedar City Ranger District,4.33526,0.14,2,1,12,0,1.05,,,
15232,248830,43.95567817,-103.5511043,China Motorized Trailhead,2.96371,0.09,2,1,10,0,1.05,,,
17529,251180,44.1904,-122.148,Frissel South Trailhead,0,0,0,1,8,0,1.05,,,
1082,232472,34.12,-116.1558333,INDIAN COVE CAMPGROUND,9.43213,0.29,3,1,26,0,1.04,,,
1250,232645,33.71916667,-82.22416667,MODOC,2.11963,0.07,2,1,62,1,1.04,,,
4174,235673,41.15984432,-105.3737192,Vedauwoo Picnic Site,2.58841,0.08,2,1,14,0,1.04,,,
5861,237933,34.67897869,-111.9541343,Bignotti Picnic Site,8.04918,0.25,3,1,21,0,1.04,,,
7123,239445,44.232664,-71.610925,Gale River Trailhead,0.6629,0.02,0,1,8,0,1.04,,,
7275,239608,44.074656,-71.163048,Diana's Baths,3.01842,0.09,2,1,149,1,1.04,,,
7575,239948,44.40785207,-115.1794128,Lola Creek Campground,2.57403,0.08,2,1,11,0,1.04,,,
9278,241770,34.321,-110.953,Mogollon Trailhead,2.83094,0.09,2,1,11,0,1.04,,,
9547,242075,46.9122,-121.454593,Morse Creek Trailhead,0.19347,0.01,0,1,22,0,1.04,,,
13558,246836,48.12533079,-118.2308483,Hunters Campground,2.01843,0.06,1,1,47,0,1.04,,,
1416,232814,37.25277778,-119.1777778,KINNIKINNICK,3.52961,0.11,2,1,13,0,1.03,,,
4075,235565,40.40360938,-106.6269728,Dumont Lake Picnic Site,0.66347,0.02,0,1,12,0,1.03,,,
4846,236664,40.93021445,-109.4385392,Sunny Cove Swim Beach,3.45854,0.11,2,1,148,1,1.03,,,
8028,240452,44.2750067,-103.8507145,Hanna Campground,1.7501,0.05,1,1,8,0,1.03,,,
